MWh,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
sum,140269476,145364709,151207197,155910917,173415075,183655356,206535074,211449274,211204804,216336001,218585256,211171972,216378174,221335481,232631451,228662858,213628070,180898793,175090164,165999898,151733383,141391637
